,Valeur fonciere,Nombre pieces principales,Surface reelle bati
1099671,120000.0,4.0,64.0
1099675,201485.0,3.0,62.0
1099687,490000.0,4.0,109.0
1099702,153550.0,4.0,68.0
1099704,210100.0,4.0,58.0
1099706,281000.0,3.0,63.0
1099755,306000.0,3.0,61.0
1099772,105000.0,3.0,59.0
1099781,436040.0,5.0,103.0
1099782,135400.0,4.0,71.0
1099786,277835.0,1.0,43.0
1099789,121500.0,3.0,63.0
1099796,126486.5,2.0,53.0
1099798,233790.0,2.0,39.0
1099800,156000.0,2.0,40.0
1099803,241800.0,3.0,71.0
1099805,92000.0,1.0,25.0
1099808,120000.0,2.0,40.0
1099814,184695.66,3.0,63.0
1099819,125000.0,2.0,44.0
1099820,224350.0,3.0,53.0
1099823,130000.0,2.0,22.0
1099826,149000.0,3.0,64.0
1099832,93500.0,1.0,23.0
1099834,166952.0,3.0,55.0
1099836,237000.0,5.0,80.0
1099839,145000.0,2.0,44.0
1099843,135000.0,4.0,65.0
1099844,170000.0,3.0,57.0
1099847,182000.0,3.0,62.0
1099849,92453.0,1.0,26.0
1099857,178830.0,1.0,29.0
1099859,108000.0,4.0,78.0
1099872,176000.0,2.0,49.0
1099873,222000.0,4.0,60.0
1099875,1.0,2.0,28.0
1099876,1.0,1.0,26.0
1099877,1.0,2.0,30.0
1099896,155000.0,2.0,53.0
1099910,240000.0,4.0,77.0
1099926,205000.0,2.0,35.0
1099937,310100.0,5.0,112.0
1099953,274332.0,2.0,58.0
1099955,274332.0,2.0,50.0
1099956,274332.0,2.0,50.0
1099957,226204.84,2.0,50.0
1099958,226204.84,2.0,58.0
1099959,226204.84,2.0,50.0
1099967,245455.5,2.0,50.0
1099969,245455.5,2.0,50.0
1099970,245455.5,2.0,58.0
1099973,455000.0,4.0,113.0
1099975,566930.0,5.0,141.0
1099980,230000.0,4.0,65.0
1099983,353000.0,3.0,70.0
1099992,212360.0,3.0,75.0
1099997,154008.0,2.0,50.0
1099998,154008.0,2.0,50.0
1099999,154008.0,2.0,58.0
1100016,105000.0,1.0,27.0
1100020,200000.0,1.0,25.0
1100021,174700.0,2.0,43.0
1100028,89000.0,2.0,37.0
1100048,377200.0,3.0,81.0
1100049,258000.0,3.0,72.0
1100051,219900.0,4.0,66.0
1100057,157600.0,2.0,55.0
1100060,161904.77,1.0,22.0
1100065,107500.0,1.0,20.0
1100070,205000.0,3.0,65.0
1100071,132780.0,2.0,49.0
1100079,186050.0,1.0,20.0
1100080,186050.0,1.0,20.0
1100083,206000.0,3.0,59.0
1100085,171740.0,4.0,80.0
1100087,229000.0,3.0,70.0
1100098,179650.0,2.0,54.0
1100101,212400.0,4.0,67.0
1100103,212400.0,3.0,52.0
1100105,135000.0,2.0,36.0
1100107,185000.0,1.0,20.0
1100108,185000.0,1.0,20.0
1100110,514600.0,3.0,108.0
1100113,186000.0,5.0,100.0
1100115,5000.0,2.0,60.0
1100119,404850.0,4.0,94.0
1100122,164782.0,2.0,48.0
1100127,486000.0,5.0,120.0
1100156,1.0,0.0,49.0
1100158,268000.0,4.0,82.0
1100166,67000.0,1.0,20.0
1100167,147000.0,1.0,28.0
1100170,286350.0,3.0,76.0
1100171,219000.0,2.0,64.0
1100177,144000.0,2.0,42.0
1100179,160000.0,2.0,40.0
1100181,154000.0,2.0,45.0
1100183,371000.0,3.0,66.0
1100185,127500.0,4.0,65.0
1100186,687400.0,2.0,40.0
1100188,687400.0,1.0,30.0
1100190,687400.0,3.0,65.0
1100191,687400.0,3.0,40.0
1100192,250000.0,3.0,65.0
1100195,192000.0,4.0,55.0
1100201,125000.0,3.0,56.0
1100215,235000.0,4.0,89.0
1100231,591496.0,3.0,48.0
1100232,591496.0,2.0,41.0
1100233,591496.0,2.0,21.0
1100234,244440.0,3.0,56.0
1100243,96000.0,2.0,19.0
1100245,210600.0,5.0,78.0
1100253,417400.0,5.0,100.0
1100272,118500.0,3.0,56.0
1100278,115000.0,2.0,52.0
1100283,65500.0,1.0,40.0
1100284,94000.0,1.0,24.0
1100291,257000.0,4.0,68.0
1100307,242150.0,3.0,73.0
1100311,150000.0,3.0,56.0
1100314,142000.0,3.0,53.0
1100316,94000.0,2.0,32.0
1100319,127200.0,2.0,41.0
1100323,782000.0,6.0,146.0
1100327,88500.0,1.0,17.0
1100338,109000.0,2.0,51.0
1100342,171610.0,5.0,96.0
1100345,95000.0,3.0,55.0
1100356,100000.0,1.0,18.0
1100357,112560.0,1.0,35.0
1100390,95000.0,4.0,67.0
1100426,250000.0,2.0,47.0
1100433,186700.0,2.0,52.0
1100436,170000.0,1.0,25.0
1100440,94907.0,3.0,52.0
1100445,157350.0,4.0,69.0
1100448,237650.0,3.0,62.0
1100449,175000.0,2.0,51.0
1100457,202300.0,3.0,45.0
1100458,200800.0,4.0,67.0
1100481,210000.0,4.0,81.0
1100490,137000.0,2.0,50.0
1100492,115000.0,3.0,56.0
1100498,364600.0,3.0,66.0
1100506,105000.0,1.0,22.0
1100538,192500.0,3.0,67.0
1100551,398000.0,4.0,100.0
1100566,470000.0,1.0,11.0
1100567,470000.0,4.0,71.0
1100571,140000.0,3.0,68.0
1100580,162350.0,4.0,94.0
1100583,580000.0,4.0,135.0
1100584,142800.0,2.0,46.0
1100596,116000.0,1.0,23.0
1100600,369082.12,3.0,61.0
1100602,435550.0,3.0,84.0
1100604,209000.0,2.0,45.0
1100605,115000.0,1.0,20.0
1100607,115000.0,2.0,41.0
1100608,132602.0,4.0,63.0
1100612,267900.0,4.0,58.0
1100613,395000.0,3.0,88.0
1100617,315000.0,3.0,76.0
1100619,315000.0,4.0,96.0
1100624,124090.0,2.0,42.0
1100629,171000.0,3.0,56.0
1100631,88000.0,1.0,23.0
1100640,167000.0,2.0,49.0
1100642,132000.0,2.0,41.0
1100645,266500.0,3.0,71.0
1100662,100000.0,2.0,45.0
1100663,78600.0,1.0,18.0
1100666,72000.0,3.0,60.0
1100668,2514000.0,2.0,40.0
1100669,2514000.0,3.0,55.0
1100670,2514000.0,2.0,55.0
1100671,2514000.0,2.0,40.0
1100672,2514000.0,2.0,75.0
1100677,2514000.0,2.0,40.0
1100678,2514000.0,1.0,15.0
1100690,2514000.0,1.0,13.0
1100691,2514000.0,1.0,13.0
1100692,2514000.0,2.0,40.0
1100695,2514000.0,2.0,75.0
1100696,2514000.0,2.0,40.0
1100697,2514000.0,2.0,40.0
1100720,214000.0,3.0,53.0
1100726,250000.0,4.0,83.0
1100730,148000.0,1.0,28.0
1100731,148000.0,1.0,28.0
1100732,110000.0,2.0,38.0
1100746,162090.0,3.0,63.0
1100750,101900.0,3.0,60.0
1100752,180000.0,3.0,73.0
1100766,120000.0,4.0,77.0
1100785,143000.0,4.0,74.0
1100789,211000.0,5.0,94.0
1100795,180000.0,3.0,60.0
1100799,175000.0,3.0,57.0
1100805,127250.0,2.0,50.0
1100808,213000.0,5.0,90.0
1100809,66900.0,1.0,15.0
1100813,176190.48,2.0,29.0
1100816,184500.0,3.0,71.0
1100817,170476.2,2.0,35.0
1100862,75000.0,2.0,28.0
1100863,75000.0,1.0,26.0
1100864,75000.0,2.0,30.0
1100865,2012641.0,2.0,46.0
1100866,2012641.0,2.0,42.0
1100870,79000.0,2.0,30.0
1100872,79000.0,2.0,28.0
1100873,79000.0,1.0,26.0
1100876,89000.0,1.0,26.0
1100877,89000.0,2.0,28.0
1100878,89000.0,2.0,30.0
1100882,225000.0,5.0,172.0
1100883,76000.0,1.0,19.0
1100887,216000.0,3.0,67.0
1100889,300000.0,3.0,71.0
1100892,373000.0,3.0,75.0
1100893,70000.0,0.0,33.0
1100896,145000.0,2.0,34.0
1100898,89000.0,1.0,27.0
1100914,145000.0,2.0,27.0
1100921,165000.0,2.0,49.0
1100931,464120.0,5.0,107.0
1100945,116000.0,2.0,33.0
1100948,537543.0,5.0,109.0
1100953,109880.0,1.0,18.0
1100956,219000.0,4.0,79.0
1100961,227850.0,3.0,63.0
1100962,175000.0,3.0,58.0
1100991,107000.0,1.0,30.0
1100993,288850.0,4.0,75.0
1100999,10000.0,3.0,50.0
1101000,145000.0,2.0,37.0
1101006,133000.0,2.0,50.0
1101008,239000.0,3.0,72.0
1101011,253959.0,3.0,55.0
1101012,122000.0,1.0,24.0
1101046,88000.0,1.0,28.0
1101059,169000.0,2.0,43.0
1101063,317400.0,3.0,76.0
1101064,211800.0,4.0,62.0
1101069,180000.0,3.0,50.0
1101076,185000.0,3.0,68.0
1101077,121000.0,2.0,21.0
1101083,114640.0,2.0,33.0
1101088,235000.0,3.0,60.0
1101092,133550.0,2.0,45.0
1101114,208000.0,4.0,60.0
1101125,245000.0,6.0,87.0
1101128,162000.0,2.0,43.0
1101146,250000.0,5.0,103.0
1101147,138930.0,2.0,43.0
1101153,1015300.0,2.0,40.0
1101154,1015300.0,6.0,166.0
1101158,74000.0,1.0,20.0
1101161,128966.0,3.0,47.0
1101164,144000.0,4.0,63.0
1101169,140000.0,2.0,43.0
1101172,442000.0,5.0,107.0
1101181,231400.0,2.0,35.0
1101183,112000.0,2.0,43.0
1101184,620900.0,4.0,120.0
1101187,210000.0,3.0,59.0
1101189,235000.0,3.0,60.0
1101190,187900.0,3.0,53.0
1101193,222000.0,3.0,64.0
1101199,193000.0,2.0,49.0
1101205,160000.0,2.0,41.0
1101209,110000.0,4.0,72.0
1101212,127500.0,1.0,24.0
1101223,204000.0,2.0,43.0
1101230,205000.0,3.0,55.0
1101245,115520.0,2.0,42.0
1101247,220000.0,3.0,62.0
1101249,553400.0,6.0,139.0
1101262,188000.0,3.0,59.0
1101270,159000.0,4.0,63.0
1101273,310000.0,4.0,95.0
1101293,117930.0,2.0,31.0
1101307,190000.0,5.0,83.0
1101310,95000.0,2.0,33.0
1101311,200000.0,2.0,43.0
1101322,161500.0,3.0,59.0
1101326,107000.0,2.0,40.0
1101340,213000.0,3.0,62.0
1101342,334000.0,3.0,40.0
1101343,334000.0,2.0,20.0
1101350,130740.0,1.0,29.0
1101353,173000.0,3.0,55.0
1101356,117500.0,2.0,42.0
1101357,306100.0,4.0,91.0
1101366,79255.0,2.0,31.0
1101368,95000.0,1.0,16.0
1101371,422000.0,3.0,71.0
1101376,155000.0,1.0,24.0
1101377,290000.0,3.0,82.0
1101384,242500.0,3.0,57.0
1101387,195000.0,5.0,74.0
1101389,184000.0,3.0,38.0
1101392,149000.0,4.0,61.0
1101398,1475000.0,1.0,36.0
1101399,1475000.0,2.0,38.0
1101400,1475000.0,1.0,38.0
1101401,1475000.0,2.0,40.0
1101402,1475000.0,4.0,87.0
1101404,1475000.0,1.0,38.0
1101408,1475000.0,1.0,47.0
1101409,1475000.0,2.0,59.0
1101410,1475000.0,3.0,70.0
1101413,450000.0,1.0,14.0
1101414,450000.0,1.0,15.0
1101415,450000.0,1.0,17.0
1101416,450000.0,1.0,23.0
1101417,450000.0,1.0,20.0
1101431,97000.0,2.0,32.0
1101451,140000.0,1.0,27.0
1101452,130000.0,3.0,53.0
1101457,212025.0,4.0,64.0
1101460,299984.0,3.0,69.0
1101461,299984.0,3.0,74.0
1101470,123580.0,2.0,51.0
1101491,110000.0,2.0,24.0
1101494,225000.0,3.0,68.0
1101498,94550.0,1.0,22.0
1101504,130000.0,2.0,43.0
1101507,229000.0,5.0,99.0
1101509,69000.0,1.0,23.0
1101513,37000.0,1.0,18.0
1101519,76000.0,1.0,18.0
1101520,42000.0,2.0,37.0
1101526,107000.0,5.0,95.0
1101537,292700.0,4.0,89.0
1101545,81500.0,2.0,36.0
1101548,72500.0,1.0,15.0
1101552,199000.0,4.0,71.0
1101554,66000.0,1.0,27.0
1101557,187718.0,0.0,36.0
1101558,50000.0,2.0,28.0
1101559,150000.0,2.0,46.0
1101568,80000.0,2.0,20.0
1101671,484850.0,4.0,79.0
1101672,484850.0,3.0,65.0
1101679,145000.0,3.0,52.0
1101683,118700.0,2.0,31.0
1101684,149554.0,3.0,59.0
1101692,250000.0,3.0,61.0
1101694,170000.0,3.0,57.0
1101698,156000.0,3.0,61.0
1101699,173000.0,2.0,43.0
1101702,420000.0,5.0,142.0
1101704,431500.0,4.0,95.0
1101705,174000.0,2.0,51.0
1101710,232400.0,3.0,65.0
1101712,75000.0,1.0,16.0
1101719,240000.0,4.0,86.0
1101721,139944.44,4.0,87.0
1101726,86480.0,1.0,15.0
1101739,260000.0,3.0,60.0
1101744,348680.0,4.0,98.0
1101749,502350.0,5.0,111.0
1101752,92000.0,2.0,39.0
1101754,139500.0,3.0,63.0
1101755,531300.0,3.0,102.0
1101761,405000.0,3.0,72.0
1101763,405000.0,2.0,50.0
1101769,137240.0,4.0,78.0
1101788,275000.0,4.0,93.0
1101793,733806.0,4.0,90.0
1101797,219700.0,3.0,60.0
1101807,136000.0,3.0,46.0
1101808,66000.0,1.0,22.0
1101813,110000.0,2.0,42.0
1101815,511100.47,1.0,56.0
1101817,22800.0,1.0,15.0
1101821,83000.0,1.0,16.0
1101827,133000.0,2.0,40.0
1101835,138000.0,4.0,63.0
1101836,140000.0,2.0,42.0
1101838,110000.0,1.0,28.0
1101840,205000.0,4.0,98.0
1101842,60000.0,3.0,71.0
1101850,330000.0,3.0,64.0
1101851,330000.0,3.0,64.0
1101859,60000.0,1.0,20.0
1101876,116200.0,1.0,33.0
1101879,95000.0,2.0,39.0
1101895,115800.0,3.0,55.0
1101904,203000.0,4.0,58.0
1101919,96000.0,1.0,22.0
1101922,90000.0,3.0,80.0
1101926,75350.0,1.0,23.0
1101932,147150.0,1.0,36.0
1101941,189100.0,4.0,67.0
1101951,156000.0,4.0,79.0
1101952,93400.0,1.0,34.0
1101964,149070.0,1.0,24.0
1101965,245520.0,3.0,68.0
1101968,106220.0,4.0,80.0
1101990,92600.0,1.0,23.0
1101997,137000.0,3.0,60.0
1102001,108300.0,2.0,38.0
1102027,355000.0,1.0,16.0
1102028,355000.0,3.0,50.0
1102029,355000.0,1.0,23.0
1102031,355000.0,1.0,18.0
1102033,132000.0,1.0,20.0
1102035,197000.0,3.0,76.0
1102037,116000.0,2.0,43.0
1102056,50000.0,1.0,33.0
1102063,50000.0,3.0,53.0
1102067,248517.0,3.0,70.0
1102112,204000.0,3.0,67.0
1102119,160000.0,3.0,66.0
1102129,142000.0,4.0,79.0
1102132,248000.0,3.0,61.0
1102134,140000.0,2.0,50.0
1102154,115000.0,3.0,59.0
1102162,210000.0,3.0,64.0
1102166,132000.0,3.0,56.0
1102168,67000.0,1.0,14.0
1102173,92611.0,1.0,22.0
1102176,122990.0,2.0,53.0
1102180,465000.0,3.0,95.0
1102194,85000.0,1.0,32.0
1102221,64841.0,2.0,28.0
1102222,162090.0,1.0,24.0
1102231,120000.0,3.0,68.0
1102237,108800.0,1.0,23.0
1102239,168000.0,1.0,24.0
1102248,133333.0,2.0,47.0
1102266,155000.0,3.0,65.0
1102278,139000.0,3.0,56.0
1102293,175000.0,4.0,66.0
1102298,115000.0,2.0,28.0
1102302,160700.0,3.0,62.0
1102326,139000.0,3.0,60.0
1102327,77000.0,4.0,73.0
1102344,259640.0,5.0,115.0
1102347,103000.0,2.0,52.0
1102353,204150.0,2.0,43.0
1102360,436714.0,4.0,96.0
1102365,284100.0,3.0,82.0
1102366,139500.0,2.0,42.0
1102387,165000.0,2.0,45.0
1102394,71370.0,1.0,19.0
1102401,108180.0,1.0,19.0
1102406,132000.0,2.0,33.0
1102409,91400.0,1.0,16.0
1102423,145000.0,2.0,50.0
1102426,65000.0,1.0,20.0
1102431,82500.0,1.0,18.0
1102432,299000.0,4.0,78.0
1102438,225000.0,4.0,79.0
1102440,82000.0,1.0,32.0
1102444,92000.0,2.0,31.0
1102446,217000.0,3.0,56.0
1102450,201000.0,4.0,90.0
1102455,90000.0,2.0,36.0
1102457,172000.0,3.0,50.0
1102476,230000.0,3.0,61.0
1102479,141500.0,2.0,42.0
1102481,181000.0,4.0,78.0
1102483,120000.0,2.0,38.0
1102489,155300.0,2.0,55.0
1102505,117000.0,1.0,35.0
1102520,184800.0,4.0,102.0
1102539,418100.0,3.0,84.0
1102550,240000.0,5.0,85.0
1102552,164900.0,3.0,53.0
1102554,206000.0,4.0,70.0
1102568,180000.0,3.0,56.0
1102572,225000.0,3.0,62.0
1102606,65000.0,1.0,20.0
1102607,600000.0,3.0,97.0
1102641,238400.0,3.0,49.0
1102667,459000.0,4.0,101.0
1102670,265200.0,3.0,63.0
1102674,175017.0,2.0,40.0
1102683,248200.0,3.0,71.0
1102684,74000.0,2.0,30.0
1102706,300000.0,3.0,44.0
1102721,121500.0,1.0,31.0
1102749,272600.0,3.0,69.0
1102752,221000.0,4.0,58.0
1102762,128200.0,3.0,50.0
1102781,276298.0,3.0,63.0
1102783,118000.0,1.0,25.0
1102786,102000.0,3.0,52.0
1102789,1137500.0,5.0,222.0
1102806,89250.0,1.0,21.0
1102809,185300.0,3.0,52.0
1102815,80000.0,2.0,62.0
1102818,350000.0,4.0,86.0
1102821,80000.0,3.0,61.0
1102822,93750.0,1.0,20.0
1102827,81820.0,1.0,36.0
1102830,260000.0,5.0,104.0
1102842,165000.0,2.0,54.0
1102852,104000.0,1.0,18.0
1102855,224000.0,3.0,74.0
1102859,219601.0,3.0,72.0
1102860,94624.0,1.0,15.0
1102868,180492.0,5.0,131.0
1102876,435000.0,4.0,92.0
1102881,157900.0,1.0,27.0
1102882,188250.0,3.0,68.0
1102887,145000.0,4.0,71.0
1102893,183000.0,3.0,64.0
1102895,255151.0,4.0,91.0
1102899,218760.0,3.0,64.0
1102901,191360.0,4.0,63.0
1102903,70000.0,1.0,19.0
1102906,164200.0,2.0,45.0
1102909,85733.0,3.0,59.0
1102911,322300.0,4.0,79.0
1102913,117500.0,1.0,28.0
1102922,229493.0,2.0,32.0
1102929,277700.0,3.0,63.0
1102935,123000.0,2.0,38.0
1102956,146000.0,4.0,69.0
1102960,280000.0,3.0,73.0
1102961,28000.0,2.0,22.0
1102973,90350.0,2.0,47.0
1102992,119000.0,2.0,31.0
1103008,140187.0,4.0,67.0
1103011,150000.0,4.0,70.0
1103020,155000.0,1.0,20.0
1103026,137700.0,2.0,42.0
1103031,119660.0,4.0,80.0
1103035,255000.0,3.0,60.0
1103036,112037.0,2.0,43.0
1103039,90000.0,1.0,12.0
1103040,193823.0,3.0,69.0
1103042,404750.0,3.0,91.0
1103062,245200.0,4.0,64.0
1103064,85500.0,3.0,45.0
1103067,148000.0,1.0,32.0
1103070,197680.0,2.0,51.0
1103071,90000.0,1.0,21.0
1103086,606800.0,5.0,136.0
1103098,103000.0,2.0,25.0
1103102,130380.0,2.0,55.0
1103103,130380.0,3.0,72.0
1103106,159000.0,3.0,59.0
1103112,99000.0,2.0,33.0
1103113,345250.0,3.0,67.0
1103115,412499.0,5.0,108.0
1103135,122950.0,3.0,64.0
1103142,223816.0,3.0,60.0
1103144,430000.0,4.0,110.0
1103156,403100.0,6.0,138.0
1103161,249000.0,2.0,45.0
1103164,180000.0,3.0,63.0
1103168,114000.0,4.0,80.0
1103173,63500.0,2.0,40.0
1103175,135000.0,1.0,34.0
1103176,246800.0,1.0,24.0
1103177,246800.0,1.0,26.0
1103191,119000.0,3.0,60.0
1103197,90000.0,1.0,19.0
1103203,180000.0,3.0,61.0
1103212,83000.0,3.0,61.0
1103225,173500.0,4.0,93.0
1103229,210000.0,3.0,70.0
1103231,107000.0,1.0,36.0
1103246,192000.0,2.0,47.0
1103269,167010.0,3.0,61.0
1103271,119000.0,2.0,43.0
1103272,155000.0,3.0,68.0
1103276,161000.0,3.0,67.0
1103282,182000.0,1.0,28.0
1103287,139540.0,2.0,34.0
1103294,145000.0,2.0,45.0
1103300,113000.0,1.0,31.0
1103302,245000.0,4.0,83.0
1103308,337000.0,4.0,83.0
1103319,85000.0,1.0,25.0
1103320,60000.0,3.0,60.0
1103322,151000.0,2.0,52.0
1103326,73000.0,1.0,36.0
1103330,100300.0,2.0,36.0
1103338,220000.0,2.0,46.0
1103340,189549.0,3.0,62.0
1103347,207580.0,3.0,65.0
1103351,130000.0,1.0,25.0
1103368,297834.0,4.0,104.0
1103398,130300.0,4.0,71.0
1103438,133000.0,3.0,55.0
1103443,400000.0,4.0,84.0
1103465,158000.0,2.0,33.0
1103472,200000.0,1.0,28.0
1103473,200000.0,1.0,28.0
1103476,193480.0,2.0,46.0
1103481,230000.0,3.0,68.0
1103485,290000.0,4.0,100.0
1103487,104000.0,2.0,31.0
1103490,216250.0,3.0,65.0
1103492,469000.0,3.0,131.0
1103502,83000.0,2.0,49.0
1103509,159498.0,3.0,61.0
1103511,566037.0,3.0,88.0
1103514,127757.0,2.0,32.0
1103517,235000.0,3.0,68.0
1103520,352700.0,2.0,39.0
1103521,352700.0,2.0,40.0
1103523,118000.0,4.0,71.0
1103526,130498.0,2.0,47.0
1103532,87000.0,2.0,44.0
1103533,87000.0,5.0,138.0
1103534,125000.0,1.0,26.0
1103536,112000.0,1.0,16.0
1103541,93000.0,1.0,31.0
1103544,183600.0,4.0,68.0
1103548,100000.0,1.0,30.0
1103550,180000.0,3.0,58.0
1103553,172000.0,4.0,80.0
1103557,165000.0,2.0,43.0
1103570,305950.0,4.0,68.0
1103573,360000.0,6.0,99.0
1103574,188500.0,3.0,66.0
1103577,86490.0,1.0,22.0
1103580,266000.0,3.0,65.0
1103599,140000.0,1.0,92.0
1103612,138000.0,4.0,63.0
1103622,150000.0,3.0,55.0
1103625,127200.0,2.0,54.0
1103635,92000.0,4.0,69.0
1103662,600000.0,1.0,25.0
1103665,600000.0,1.0,26.0
1103674,50000.0,1.0,23.0
1103678,126500.0,1.0,34.0
1103680,84600.0,1.0,26.0
1103684,62500.0,2.0,45.0
1103687,235000.0,3.0,60.0
1103689,105000.0,1.0,32.0
1103691,327920.0,3.0,65.0
1103695,335500.0,3.0,67.0
1103696,297590.0,3.0,80.0
1103698,123940.0,2.0,42.0
1103704,438400.0,4.0,107.0
1103708,150520.0,3.0,72.0
1103712,170000.0,2.0,36.0
1103714,340000.0,5.0,85.0
1103774,150000.0,3.0,64.0
1103784,120000.0,2.0,35.0
1103786,215200.0,4.0,85.0
1103792,206000.0,3.0,51.0
1103796,193134.0,3.0,55.0
1103803,85000.0,1.0,33.0
1103813,115000.0,2.0,41.0
1103815,193090.0,3.0,66.0
1103816,82500.0,1.0,22.0
1103824,394390.0,5.0,98.0
1103839,123500.0,1.0,27.0
1103843,108000.0,3.0,56.0
1103846,230000.0,4.0,55.0
1103849,243550.0,3.0,68.0
1103853,125000.0,1.0,33.0
1103856,142000.0,1.0,38.0
1103870,223799.0,3.0,67.0
1103871,352103.4,2.0,51.0
1103891,635500.0,2.0,89.0
1103924,183500.0,3.0,78.0
1103948,321000.0,3.0,80.0
1103964,90000.0,1.0,20.0
1103966,130000.0,2.0,40.0
1103969,132800.0,2.0,47.0
1104004,165000.0,2.0,42.0
1104014,174500.0,3.0,56.0
1104019,215000.0,3.0,59.0
1104020,116000.0,3.0,53.0
1104029,94000.0,1.0,28.0
1104058,180000.0,3.0,65.0
1104064,123000.0,1.0,30.0
1104075,340000.0,3.0,73.0
1104076,102000.0,3.0,52.0
1104078,180000.0,3.0,62.0
1104083,85000.0,3.0,55.0
1104084,250587.0,4.0,91.0
1104100,190000.0,2.0,49.0
1104106,452000.0,3.0,80.0
1104113,186800.0,2.0,47.0
1104115,172500.0,4.0,64.0
1104119,120000.0,3.0,51.0
1104126,110000.0,2.0,37.0
1104133,120000.0,2.0,45.0
1104148,101000.0,1.0,21.0
1104156,168000.0,2.0,45.0
1104160,115700.0,2.0,32.0
1104163,127000.0,3.0,57.0
1104168,174000.0,3.0,64.0
1104171,109260.0,2.0,42.0
1104175,95500.0,3.0,60.0
1104178,60000.0,1.0,16.0
1104180,97500.0,3.0,71.0
1104192,172000.0,3.0,59.0
1104200,170000.0,3.0,79.0
1104212,438500.0,5.0,100.0
1104218,82785.0,1.0,20.0
1104223,248000.0,3.0,48.0
1104230,81000.0,1.0,21.0
1104231,131800.0,3.0,51.0
1104233,159600.0,4.0,67.0
1104237,310000.0,5.0,101.0
1104241,309441.0,3.0,82.0
1104249,105000.0,2.0,41.0
1104252,143500.0,2.0,43.0
1104254,352100.0,3.0,71.0
1104257,354500.0,4.0,69.0
1104259,110000.0,2.0,41.0
1104264,174220.0,4.0,67.0
1104279,167000.0,1.0,40.0
1104308,160600.0,3.0,60.0
1104340,129000.0,1.0,30.0
1104350,105000.0,2.0,33.0
1104352,721263.0,2.0,154.0
1104358,305000.0,2.0,47.0
1104360,145000.0,2.0,46.0
1104361,193820.0,2.0,46.0
1104373,800000.0,2.0,68.0
1104374,800000.0,2.0,55.0
1104386,212000.0,3.0,62.0
1104388,330000.0,3.0,89.0
1104393,219350.0,5.0,98.0
1104409,1345400.0,5.0,182.0
1104413,378000.0,3.0,62.0
1104417,135000.0,1.0,31.0
1104418,145642.0,3.0,54.0
1104442,79000.0,1.0,25.0
1104452,162100.0,3.0,52.0
1104456,192300.0,3.0,56.0
1104457,88210.0,4.0,66.0
1104467,197620.25,2.0,46.0
1104470,140000.0,1.0,45.0
1104473,90000.0,2.0,47.0
1104476,211000.0,4.0,68.0
1104480,462746.0,4.0,97.0
1104487,125500.0,3.0,56.0
1104500,225000.0,2.0,56.0
1104507,224440.0,3.0,59.0
1104515,132140.0,2.0,40.0
1104517,119000.0,1.0,24.0
1104566,166666.66,3.0,53.0
1104568,97000.0,1.0,20.0
1104581,70000.0,4.0,66.0
1104592,358750.0,4.0,70.0
1104599,116000.0,2.0,40.0
1104604,130000.0,2.0,42.0
1104605,430000.0,3.0,82.0
1104607,165000.0,3.0,50.0
1104612,141500.0,2.0,44.0
1104616,185000.0,4.0,96.0
1104621,117500.0,2.0,50.0
1104629,621800.0,6.0,156.0
1104630,223000.0,3.0,72.0
1104631,102700.0,2.0,36.0
1104635,204700.0,2.0,46.0
1104647,233577.0,4.0,84.0
1104656,329000.0,3.0,108.0
1104671,162350.0,2.0,41.0
1104676,143900.0,2.0,46.0
1104682,107000.0,2.0,40.0
1104683,864000.0,2.0,52.0
1104684,864000.0,2.0,40.0
1104685,864000.0,2.0,40.0
1104686,864000.0,2.0,60.0
1104687,864000.0,2.0,40.0
1104688,864000.0,2.0,54.0
1104689,864000.0,1.0,41.0
1104690,864000.0,2.0,46.0
1104696,115450.0,1.0,18.0
1104701,105695.0,2.0,30.0
1104703,157350.0,3.0,69.0
1104707,130500.0,1.0,17.0
1104712,82800.0,1.0,35.0
1104715,247000.0,4.0,80.0
1104721,237500.0,3.0,45.0
1104738,108000.0,2.0,44.0
1104748,146500.0,2.0,50.0
1104753,146800.0,4.0,60.0
1104760,250000.0,3.0,42.0
1104766,219558.0,1.0,46.0
1104770,494000.0,4.0,86.0
1104773,168580.0,3.0,53.0
1104775,125000.0,2.0,45.0
1104777,223400.0,3.0,68.0
1104780,132000.0,3.0,63.0
1104784,316550.0,4.0,89.0
1104793,230000.0,2.0,50.0
1104794,570000.0,4.0,101.0
1104804,150000.0,1.0,49.0
1104805,128000.0,2.0,49.0
1104808,120000.0,2.0,40.0
1104811,214700.0,2.0,25.0
1104814,132500.0,4.0,73.0
1104819,254101.0,4.0,85.0
1104822,138000.0,4.0,71.0
1104836,95307.0,1.0,27.0
1104838,245000.0,2.0,52.0
1104840,530000.0,5.0,97.0
1104844,171000.0,3.0,56.0
1104849,300000.0,3.0,59.0
1104850,300000.0,2.0,49.0
1104851,300000.0,3.0,68.0
1104852,135500.0,1.0,36.0
1104855,267000.0,4.0,77.0
1104858,6700000.0,4.0,109.0
1104861,6700000.0,2.0,50.0
1104862,6700000.0,3.0,85.0
1104863,6700000.0,3.0,68.0
1104864,6700000.0,2.0,49.0
1104865,6700000.0,3.0,83.0
1104866,6700000.0,3.0,67.0
1104867,6700000.0,2.0,50.0
